GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000892,1610612756,Suns,PHX,Phoenix,240.000000:00,36,88,0.409,6,35,0.171,8,9,0.889,10,28,38,18,10,2,17,23,86,-13.0
0022000892,1610612738,Celtics,BOS,Boston,240.000000:00,33,77,0.429,12,40,0.3,21,24,0.875,10,38,48,20,7,2,20,12,99,13.0
