GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021800058,1610612759,San Antonio,Spurs,SAS,spurs,240:00,35,87,0.402,6,19,0.316,20,21,0.952,15,31,46,16,3,3,13,16,96,-20.0
0021800058,1610612754,Indiana,Pacers,IND,pacers,240:00,46,87,0.529,17,32,0.531,7,8,0.875,5,35,40,34,9,5,10,22,116,20.0
