GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022501185,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,561.1,112.2,405.6,81.1,155.6,31.1,0.771,2.45,21.8,0.184,0.6,0.43,12.222,12.2,0.565,0.614,1.0,0.959,18.0,90.0,75.0,90.0,0.745
0022501185,1610612756,Phoenix,Suns,PHX,suns,240:00,405.6,81.1,561.1,112.2,-155.6,-31.1,0.654,0.74,13.2,0.4,0.816,0.57,25.556,25.6,0.383,0.423,1.0,0.982,18.0,90.0,75.0,90.0,0.255
