GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022500356,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,49,82,0.598,7,19,0.368,17,20,0.85,7,24,31,22,13,4,12,14,122,13.0
0022500356,1610612745,Houston,Rockets,HOU,rockets,240:00,44,87,0.506,10,29,0.345,11,13,0.846,16,21,37,22,8,6,18,20,109,-13.0
