GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021700879,1610612740,New Orleans,Pelicans,NOP,pelicans,265:00,48,108,0.444,8,31,0.258,20,24,0.833,13,43,56,27,9,13,15,18,124,1.0
0021700879,1610612748,Miami,Heat,MIA,heat,265:00,50,108,0.463,6,18,0.333,17,26,0.654,13,45,58,26,12,5,13,23,123,-1.0
