GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022200425,1610612749,Bucks,MIL,Milwaukee,240.000000:00,97.2,98.1,133.8,139.2,-36.6,-41.2,0.629,2.44,16.1,0.246,0.66,0.426,8.664,8.7,0.441,0.477,1.0,0.2,105.0,102.5,85.42,103,0.307
0022200425,1610612763,Grizzlies,MEM,Memphis,240.000000:00,133.8,139.2,97.2,98.1,36.6,41.2,0.536,3.75,20.0,0.34,0.754,0.574,7.539,7.8,0.608,0.633,1.0,0.193,105.0,102.5,85.42,102,0.693
