GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021800149,1610612766,Charlotte,Hornets,CHA,hornets,240:00,528.0,105.6,481.1,96.2,46.9,9.4,0.6,1.29,18.0,0.347,0.822,0.574,19.626,19.6,0.56,0.565,1.0,0.984,21.3,106.5,88.75,107.0,0.53
0021800149,1610612737,Atlanta,Hawks,ATL,hawks,240:00,481.1,96.2,528.0,105.6,-46.9,-9.4,0.537,1.0,16.2,0.178,0.653,0.426,20.755,20.8,0.518,0.549,1.0,0.991,21.3,106.5,88.75,106.0,0.47
