GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,position,comment,jerseyNum,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,PLAYER_NAME
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,1627823,Juancho,Hernangomez,J. Hernangomez,juancho-hernangomez,F,,,28:35,123.7,123.7,110.3,110.3,13.4,13.4,0.042,0.5,11.1,0.074,0.346,0.208,22.2,0.75,0.781,0.121,0.121,98.24,98.24,81.87,59.0,0.108,Juancho Hernangomez
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,200794,Paul,Millsap,P. Millsap,paul-millsap,F,,,36:24,125.0,125.0,111.0,111.0,14.0,14.0,0.16,1.33,16.7,0.143,0.156,0.149,12.5,0.625,0.652,0.241,0.241,95.6,95.6,79.67,72.0,0.14,Paul Millsap
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,203999,Nikola,Jokić,N. Jokić,nikola-jokić,C,,,32:02,116.9,116.9,119.4,119.4,-2.4,-2.4,0.333,7.0,35.0,0.088,0.107,0.097,5.0,0.583,0.603,0.173,0.173,95.14,95.14,79.28,65.0,0.136,Nikola Jokić
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,203914,Gary,Harris,G. Harris,gary-harris,G,,,36:28,118.1,118.1,116.4,116.4,1.6,1.6,0.13,3.0,11.1,0.0,0.088,0.042,3.7,0.524,0.571,0.289,0.289,95.43,95.43,79.52,72.0,0.104,Gary Harris
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,1627750,Jamal,Murray,J. Murray,jamal-murray,G,,,35:36,124.3,124.3,114.7,114.7,9.7,9.7,0.233,3.5,28.0,0.0,0.063,0.029,8.0,0.192,0.311,0.214,0.214,100.45,100.45,83.71,74.0,0.025,Jamal Murray
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,1628420,Monte,Morris,M. Morris,monte-morris,,,,30:06,112.7,112.7,117.2,117.2,-4.5,-4.5,0.143,2.0,18.2,0.027,0.107,0.062,9.1,1.0,1.0,0.132,0.132,90.1,90.1,75.08,55.0,0.182,Monte Morris
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,203486,Mason,Plumlee,M. Plumlee,mason-plumlee,,,,14:15,103.4,103.4,112.1,112.1,-8.7,-8.7,0.375,0.0,42.9,0.111,0.067,0.091,0.0,0.333,0.387,0.121,0.121,104.46,104.46,87.05,29.0,0.093,Mason Plumlee
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,1626168,Trey,Lyles,T. Lyles,trey-lyles,,,,12:46,120.0,120.0,111.1,111.1,8.9,8.9,0.143,1.0,9.1,0.0,0.154,0.069,9.1,0.429,0.457,0.333,0.333,97.77,97.77,81.47,25.0,0.045,Trey Lyles
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,1628470,Torrey,Craig,T. Craig,torrey-craig,,,,0:33,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,130.51,130.51,108.76,1.0,-0.333,Torrey Craig
0021800329,1610612743,Denver,Nuggets,DEN,nuggets,1627736,Malik,Beasley,M. Beasley,malik-beasley,,,,13:15,103.8,103.8,117.9,117.9,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.067,0.067,97.81,97.81,81.51,26.0,0.044,Malik Beasley
