GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021701183,1610612755,Philadelphia,76ers,PHI,sixers,240:00,50,101,0.495,14,39,0.359,18,21,0.857,11,33,44,35,11,7,12,23,132,2.0
0021701183,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,45,87,0.517,16,34,0.471,24,33,0.727,8,33,41,24,6,2,15,20,130,-2.0
