GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022500240,1610612762,Utah,Jazz,UTA,jazz,290:00,49,111,0.441,18,49,0.367,34,41,0.829,12,41,53,29,13,6,9,28,150,3.0
0022500240,1610612741,Chicago,Bulls,CHI,bulls,290:00,49,108,0.454,19,50,0.38,30,32,0.938,12,48,60,38,7,10,17,29,147,-3.0
