GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021800775,1610612765,Detroit,Pistons,DET,pistons,240:00,35,83,0.422,17,42,0.405,14,20,0.7,7,31,38,21,6,4,14,27,101,-10.0
0021800775,1610612746,LA,Clippers,LAC,clippers,240:00,40,82,0.488,10,20,0.5,21,34,0.618,11,36,47,22,5,4,12,24,111,10.0
