GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021700377,1610612766,Charlotte,Hornets,CHA,hornets,240:00,41,93,0.441,8,25,0.32,9,14,0.643,9,34,43,21,7,3,11,21,99,-11.0
0021700377,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,43,85,0.506,9,27,0.333,15,21,0.714,6,40,46,24,7,5,14,21,110,11.0
