GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021900419,1610612746,Clippers,LAC,LA,240.000000:00,43,86,0.5,16,37,0.432,15,19,0.789,7,31,38,23,10,7,18,24,117,-5.0
0021900419,1610612745,Rockets,HOU,Houston,240.000000:00,43,86,0.5,14,37,0.378,22,29,0.759,10,33,43,23,9,4,18,20,122,5.0
