GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021700476,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,41,87,0.471,8,29,0.276,19,23,0.826,6,37,43,27,7,5,7,16,109,5.0
0021700476,1610612766,Charlotte,Hornets,CHA,hornets,240:00,39,88,0.443,12,26,0.462,14,17,0.824,9,34,43,21,4,7,9,18,104,-5.0
