GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021700638,1610612765,Detroit,Pistons,DET,pistons,240:00,519.4,103.9,572.8,114.6,-53.4,-10.7,0.643,1.69,20.0,0.109,0.771,0.447,15.534,15.5,0.576,0.589,1.0,0.981,20.6,103.0,85.83,103.0,0.452
0021700638,1610612766,Charlotte,Hornets,CHA,hornets,240:00,572.8,114.6,519.4,103.9,53.4,10.7,0.488,1.4,15.7,0.229,0.891,0.553,14.563,14.6,0.571,0.599,1.0,0.991,20.6,103.0,85.83,103.0,0.548
