gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0021700058,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:42 PM EST),period,start,0,0,1
0021700058,4,PT12M00.00S,1,1610612751,BKN,202389,Mozgov,T. Mozgov,0,0,0,,0,,,0,h,Jump Ball Mozgov vs. Thompson: Tip to James,Jump Ball,,1,0,2
0021700058,7,PT11M43.00S,1,1610612739,CLE,201567,Love,K. Love,-134,0,13,Missed,1,,,0,v,MISS Love 13' Jump Shot,Missed Shot,Jump Shot,1,2,3
0021700058,8,PT11M40.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,0,0,0,,0,,,0,h,LeVert REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4
0021700058,9,PT11M27.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,-49,90,10,Missed,1,,,0,h,MISS LeVert 10' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,5
0021700058,10,PT11M24.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,,,0,v,James REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
0021700058,11,PT11M19.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,0,0,0,,0,,,0,h,Dinwiddie S.FOUL (P1.T1) (L.Wood),Foul,Shooting,1,0,7
0021700058,13,PT11M19.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,0,1,1,v,James Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0,8
0021700058,14,PT11M19.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,0,2,2,v,James Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,0,0,9
0021700058,15,PT11M04.00S,1,1610612751,BKN,1626178,Hollis-Jefferson,R. Hollis-Jefferson,155,22,16,Missed,1,,,0,h,MISS Hollis-Jefferson 16' Jump Shot,Missed Shot,Jump Shot,1,2,10
0021700058,16,PT11M01.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,,,0,v,James REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,11
0021700058,17,PT10M56.00S,1,1610612739,CLE,201567,Love,K. Love,148,204,25,Made,1,0,5,5,v,Love 25' 3PT Jump Shot (3 PTS) (James 1 AST),Made Shot,Jump Shot,1,3,12
0021700058,19,PT10M47.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,0,0,0,,0,,,0,h,Dinwiddie Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,13
0021700058,19,PT10M47.00S,1,1610612739,CLE,2747,Smith,J. Smith,0,0,0,,0,,,0,v,Smith STEAL (1 STL),,,1,0,14
0021700058,21,PT10M37.00S,1,1610612739,CLE,201567,Love,K. Love,-30,52,6,Missed,1,,,0,v,MISS Love 6' Turnaround Hook Shot,Missed Shot,Turnaround Hook Shot,1,2,15
0021700058,22,PT10M34.00S,1,1610612751,BKN,202389,Mozgov,T. Mozgov,0,0,0,,0,,,0,h,Mozgov REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,16
0021700058,23,PT10M22.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,32,18,4,Missed,1,,,0,h,MISS LeVert 4' Layup,Missed Shot,Layup Shot,1,2,17
0021700058,24,PT10M20.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,v,Love REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,18
0021700058,25,PT10M14.00S,1,1610612739,CLE,203109,Crowder,J. Crowder,-174,180,25,Missed,1,,,0,v,MISS Crowder 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,19
0021700058,26,PT10M10.00S,1,1610612751,BKN,201960,Carroll,D. Carroll,0,0,0,,0,,,0,h,Carroll REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,20
0021700058,27,PT10M06.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,-47,23,5,Missed,1,,,0,h,MISS LeVert 5' Layup,Missed Shot,Layup Shot,1,2,21
0021700058,28,PT10M03.00S,1,1610612739,CLE,2747,Smith,J. Smith,0,0,0,,0,,,0,v,Smith REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,22
0021700058,29,PT09M50.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,v,Love Traveling Turnover (P1.T1),Turnover,Traveling,1,0,23
0021700058,30,PT09M50.00S,1,0,,1610612739,,,0,0,0,,0,,,0,,Delay Of Game,Violation,Delay Of Game,0,0,24
0021700058,31,PT09M34.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,-137,142,20,Made,1,2,5,7,h,Dinwiddie 20' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,1,2,25
0021700058,32,PT09M21.00S,1,1610612739,CLE,2747,Smith,J. Smith,-90,119,15,Missed,1,,,0,v,MISS Smith 15' Floating Jump Shot,Missed Shot,Floating Jump shot,1,2,26
0021700058,33,PT09M18.00S,1,1610612739,CLE,2747,Smith,J. Smith,0,0,0,,0,,,0,v,Smith REBOUND (Off:1 Def:1),Rebound,Unknown,1,0,27
0021700058,34,PT09M18.00S,1,0,,1610612739,,,0,0,0,,0,,,0,v,Cavaliers Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,28
0021700058,35,PT09M08.00S,1,1610612739,CLE,2544,James,L. James,-105,148,18,Made,1,2,7,9,v,James 18' Pullup Jump Shot (4 PTS),Made Shot,Pullup Jump shot,1,2,29
0021700058,36,PT08M56.00S,1,1610612751,BKN,1626178,Hollis-Jefferson,R. Hollis-Jefferson,0,0,0,,0,,,0,h,Hollis-Jefferson Out of Bounds Lost Ball Turnover (P1.T2),Turnover,Out of Bounds Lost Ball Turnover,1,0,30
0021700058,37,PT08M44.00S,1,1610612739,CLE,201567,Love,K. Love,-53,114,13,Made,1,2,9,11,v,Love 13' Pullup Jump Shot (5 PTS) (Smith 1 AST),Made Shot,Pullup Jump shot,1,2,31
0021700058,39,PT08M35.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,192,154,25,Missed,1,,,0,h,MISS Dinwiddie 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,32
0021700058,40,PT08M33.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,0,0,0,,0,,,0,v,Thompson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,33
0021700058,81,PT08M29.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,,,0,v,James Backcourt Turnover (P2.T6),Turnover,Backcourt Turnover,1,0,34
0021700058,43,PT08M15.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,233,115,26,Missed,1,,,0,h,MISS LeVert 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,35
0021700058,44,PT08M13.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,v,Love REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,36
0021700058,45,PT08M08.00S,1,1610612751,BKN,202389,Mozgov,T. Mozgov,0,0,0,,0,,,0,h,Jump Ball Mozgov vs. Love: Tip to Dinwiddie,Jump Ball,,0,0,37
0021700058,48,PT08M08.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,v,Love Lost Ball Turnover (P2.T2),Turnover,Lost Ball,1,0,38
0021700058,48,PT08M08.00S,1,1610612751,BKN,202389,Mozgov,T. Mozgov,0,0,0,,0,,,0,h,Mozgov STEAL (1 STL),,,1,0,39
0021700058,50,PT08M02.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,70,42,8,Missed,1,,,0,h,MISS Dinwiddie 8' Layup,Missed Shot,Layup Shot,1,2,40
0021700058,51,PT08M02.00S,1,0,,1610612739,,,0,0,0,,0,,,0,v,Cavaliers Rebound,Rebound,Unknown,0,0,41
0021700058,52,PT08M02.00S,1,1610612751,BKN,202389,Mozgov,T. Mozgov,0,0,0,,0,,,0,h,Mozgov L.B.FOUL (P1.T2) (R.Mott),Foul,Loose Ball,1,0,42
0021700058,54,PT07M52.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,0,0,0,,0,,,0,v,Thompson OFF.Foul (P1) (L.Wood),Foul,Offensive,1,0,43
0021700058,56,PT07M52.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,0,0,0,,0,,,0,v,Thompson Offensive Foul Turnover (P1.T3),Turnover,Offensive Foul Turnover,1,0,44
0021700058,57,PT07M34.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,201,160,26,Missed,1,,,0,h,MISS LeVert 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,45
0021700058,58,PT07M31.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,,,0,v,James REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,46
0021700058,59,PT07M25.00S,1,1610612739,CLE,2544,James,L. James,-147,125,19,Made,1,2,11,13,v,James 19' Pullup Jump Shot (6 PTS),Made Shot,Pullup Jump shot,1,2,47
0021700058,60,PT07M04.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,57,11,6,Made,1,4,11,15,h,Dinwiddie 6' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,2,48
0021700058,61,PT06M54.00S,1,1610612739,CLE,2544,James,L. James,-122,96,16,Made,1,4,13,17,v,James 16' Pullup Jump Shot (8 PTS),Made Shot,Pullup Jump shot,1,2,49
0021700058,62,PT06M44.00S,1,1610612751,BKN,203915,Dinwiddie,S. Dinwiddie,-181,199,27,Missed,1,,,0,h,MISS Dinwiddie 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,50
0021700058,63,PT06M40.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,0,0,0,,0,,,0,v,Thompson REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,51
0021700058,64,PT06M33.00S,1,1610612739,CLE,2544,James,L. James,-141,95,17,Missed,1,,,0,v,MISS James 17' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,52
0021700058,69,PT06M29.00S,1,1610612751,BKN,202389,Mozgov,T. Mozgov,0,0,0,,0,,,0,h,SUB: Crabbe FOR Mozgov,Substitution,,0,0,53
0021700058,70,PT06M29.00S,1,1610612751,BKN,1627747,LeVert,C. LeVert,0,0,0,,0,,,0,h,SUB: Booker FOR LeVert,Substitution,,0,0,54
