GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022401040,1610612742,Mavericks,DAL,Dallas,240:00,49,87,0.563,10,31,0.323,12,16,0.75,11,30,41,34,10,1,10,15,120,19
0022401040,1610612751,Nets,BKN,Brooklyn,240:00,40,78,0.513,11,33,0.333,10,14,0.714,9,28,37,30,7,2,18,15,101,-19
