GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022401062,1610612737,ATL,Atlanta,1642258,Zaccharie Risacher,Zaccharie,F,,25.000000:38,113.0,110.9,145.7,150.0,-32.6,-39.1,0.2,2.0,33.3,0.0,0.0,0.0,16.7,0.5,0.425,0.138,0.143,102.58,102.05,85.05,55,0.0
0022401062,1610612737,ATL,Atlanta,1630249,Vít Krejčí,Vít,F,,26.000000:00,132.8,130.2,142.5,148.1,-9.7,-17.9,0.2,2.0,28.6,0.0,0.286,0.146,14.3,0.875,0.875,0.182,0.189,97.85,96.92,80.77,53,0.108
0022401062,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,C,,34.000000:23,110.1,110.0,123.1,125.0,-13.1,-15.0,0.0,0.0,0.0,0.063,0.226,0.143,13.3,0.542,0.582,0.195,0.2,97.02,96.33,80.27,70,0.098
0022401062,1610612737,ATL,Atlanta,1630700,Dyson Daniels,Dyson,G,,35.000000:09,107.5,106.9,109.6,109.9,-2.1,-2.9,0.115,1.5,20.0,0.059,0.171,0.116,13.3,0.45,0.45,0.15,0.155,97.5,97.64,81.37,72,0.085
0022401062,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,35.000000:37,111.2,109.6,138.0,138.9,-26.8,-29.3,0.6,2.4,30.8,0.0,0.08,0.037,12.8,0.619,0.65,0.351,0.365,97.33,97.71,81.42,73,0.158
0022401062,1610612737,ATL,Atlanta,1627747,Caris LeVert,Caris,,,28.000000:11,108.9,108.5,104.2,101.8,4.7,6.7,0.15,3.0,16.7,0.04,0.167,0.102,5.6,0.583,0.618,0.224,0.235,97.42,98.78,82.32,59,0.13
0022401062,1610612737,ATL,Atlanta,1627777,Georges Niang,Georges,,,14.000000:12,110.4,113.8,95.3,93.1,15.1,20.7,0.0,0.0,0.0,0.0,0.25,0.115,20.0,0.625,0.625,0.143,0.148,98.37,98.03,81.69,29,0.08
0022401062,1610612737,ATL,Atlanta,1629611,Terance Mann,Terance,,,27.000000:13,120.3,116.4,124.2,124.1,-3.9,-7.7,0.053,0.0,11.1,0.0,0.059,0.028,0.0,0.875,0.875,0.133,0.14,94.5,96.12,80.1,55,0.111
0022401062,1610612737,ATL,Atlanta,1631230,Dominick Barlow,Dominick,,,13.000000:37,125.5,120.7,128.7,127.6,-3.1,-6.9,0.0,0.0,0.0,0.111,0.125,0.118,0.0,0.667,0.667,0.097,0.104,99.83,102.23,85.19,29,0.046
0022401062,1610612737,ATL,Atlanta,1631243,Mouhamed Gueye,Mouhamed,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
