GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021800644,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,479.8,96.0,510.1,102.0,-30.3,-6.1,0.583,1.91,15.4,0.267,0.709,0.478,11.111,11.1,0.434,0.462,1.0,0.983,19.8,99.0,82.5,99.0,0.456
0021800644,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,510.1,102.0,479.8,96.0,30.3,6.1,0.474,1.38,13.5,0.291,0.733,0.522,13.131,13.1,0.472,0.509,1.0,0.957,19.8,99.0,82.5,99.0,0.544
