GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400974,1610612752,Knicks,NYK,New York,240.000000:00,102.5,100.0,103.5,104.3,-1.1,-4.3,0.541,1.54,16.0,0.28,0.769,0.529,14.174,13.8,0.483,0.512,1.0,0.201,92.7,93.5,77.92,94,0.478
0022400974,1610612744,Warriors,GSW,Golden State,240.000000:00,103.5,104.3,102.5,100.0,1.1,4.3,0.758,2.27,19.4,0.231,0.72,0.471,11.742,11.8,0.476,0.523,1.0,0.197,92.7,93.5,77.92,93,0.522
