GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021800905,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,42,83,0.506,8,31,0.258,20,28,0.714,7,42,49,23,10,6,22,28,112,7.0
0021800905,1610612758,Sacramento,Kings,SAC,kings,240:00,37,95,0.389,9,26,0.346,22,29,0.759,14,30,44,20,13,2,19,27,105,-7.0
