GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021700674,1610612739,Cavaliers,CLE,Cleveland,240:00,17.44,15,41,54,418,1,0,295,32,23,33,0.697,23,56,0.411,0.517,28,41,0.683,0021700674
0021700674,1610612760,Thunder,OKC,Oklahoma City,240:00,17.89,35,55,88,395,2,1,264,37,26,45,0.578,32,55,0.582,0.58,17,19,0.895,0021700674
