GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400383,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,F,,28.000000:54,114.6,113.8,118.4,120.7,-3.8,-6.9,0.095,1.0,12.5,0.069,0.0,0.033,12.5,0.318,0.379,0.212,0.217,96.91,96.32,80.26,58,0.026
0022400383,1610612744,GSW,Golden State,203937,Kyle Anderson,Kyle,F,,16.000000:44,94.8,97.0,96.0,97.0,-1.3,0.0,0.182,0.0,33.3,0.063,0.059,0.061,0.0,0.375,0.375,0.108,0.112,96.24,94.69,78.91,33,0.025
0022400383,1610612744,GSW,Golden State,1631218,Trayce Jackson-Davis,Trayce,C,,25.000000:48,127.8,126.0,114.9,112.0,12.9,14.0,0.125,2.0,16.7,0.095,0.28,0.196,8.3,0.875,0.845,0.179,0.184,91.16,93.02,77.52,50,0.17
0022400383,1610612744,GSW,Golden State,203471,Dennis Schröder,Dennis,G,,27.000000:48,96.3,91.4,105.4,108.8,-9.1,-17.4,0.214,1.0,18.8,0.0,0.061,0.032,18.8,0.375,0.461,0.206,0.224,98.31,99.28,82.73,58,0.024
0022400383,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34.000000:13,134.1,133.8,107.4,105.6,26.7,28.2,0.385,10.0,29.4,0.0,0.088,0.043,2.9,0.643,0.668,0.293,0.301,98.65,99.6,83.0,71,0.191
0022400383,1610612744,GSW,Golden State,1627741,Buddy Hield,Buddy,,,20.000000:37,112.3,109.3,96.2,97.7,16.2,11.6,0.167,2.0,16.7,0.048,0.091,0.07,8.3,0.611,0.611,0.208,0.218,100.74,101.25,84.38,43,0.114
0022400383,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,,,22.000000:12,104.5,106.4,89.9,97.9,14.6,8.5,0.133,2.0,28.6,0.1,0.172,0.136,14.3,0.667,0.644,0.091,0.093,108.24,102.7,85.59,47,0.093
0022400383,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,,,23.000000:27,118.8,112.2,99.0,104.2,19.9,8.1,0.118,2.0,12.5,0.0,0.154,0.073,6.3,0.364,0.431,0.241,0.258,99.07,99.28,82.73,49,0.077
0022400383,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,20.000000:45,125.8,119.6,90.1,91.3,35.7,28.3,0.267,0.0,44.4,0.0,0.179,0.104,0.0,0.667,0.735,0.102,0.109,104.47,106.41,88.67,46,0.131
0022400383,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,,,19.000000:32,124.4,122.5,92.5,97.4,31.9,25.1,0.077,0.0,10.0,0.083,0.208,0.146,0.0,0.667,0.667,0.176,0.186,98.91,97.09,80.91,40,0.238
0022400383,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400383,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,,DNP - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400383,1610612744,GSW,Golden State,1630611,Gui Santos,Gui,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400383,1610612744,GSW,Golden State,1630322,Lindy Waters III,Lindy,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400383,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,35.000000:07,109.1,111.0,128.3,127.4,-19.2,-16.4,0.087,2.0,12.5,0.128,0.051,0.09,6.3,0.375,0.388,0.161,0.17,100.27,99.78,83.15,73,0.022
0022400383,1610612750,MIN,Minnesota,203944,Julius Randle,Julius,F,,32.000000:23,107.8,110.8,118.9,121.9,-11.1,-11.1,0.286,2.0,23.1,0.029,0.171,0.1,11.5,0.346,0.472,0.267,0.275,98.12,95.6,79.67,65,0.103
0022400383,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,C,,36.000000:50,115.6,116.0,121.0,121.6,-5.4,-5.6,0.087,2.0,14.3,0.056,0.244,0.156,7.1,0.875,0.812,0.136,0.144,97.48,97.09,80.9,75,0.169
0022400383,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,G,,39.000000:05,106.8,108.9,111.2,111.5,-4.4,-2.7,0.217,5.0,17.9,0.022,0.15,0.081,3.6,0.4,0.437,0.25,0.257,97.51,96.41,80.34,79,0.07
0022400383,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,G,,25.000000:26,90.2,88.7,90.3,90.6,0.0,-1.9,0.313,2.5,38.5,0.0,0.065,0.032,15.4,0.25,0.25,0.136,0.14,99.31,100.03,83.36,53,0.0
0022400383,1610612750,MIN,Minnesota,1628978,Donte DiVincenzo,Donte,,,25.000000:33,104.5,108.9,128.2,122.2,-23.7,-13.3,0.308,2.0,21.1,0.032,0.13,0.074,10.5,0.708,0.713,0.214,0.223,103.18,103.33,86.11,56,0.183
0022400383,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,,,18.000000:43,88.3,89.5,128.2,127.8,-39.9,-38.3,0.083,0.5,14.3,0.0,0.111,0.057,28.6,0.25,0.25,0.14,0.145,95.4,94.89,79.07,38,-0.014
0022400383,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,,,24.000000:40,73.8,78.4,105.3,98.1,-31.5,-19.7,0.2,0.67,12.5,0.03,0.12,0.069,18.8,0.727,0.727,0.23,0.229,100.8,101.19,84.32,51,0.138
0022400383,1610612750,MIN,Minnesota,1631169,Josh Minott,Josh,,,2.000000:13,140.0,140.0,100.0,100.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.27,108.27,90.23,5,0.0
0022400383,1610612750,MIN,Minnesota,1642265,Rob Dillingham,Rob,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
