GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022300351,1610612741,Bulls,CHI,Chicago,240:00,18.15,24,56,79,394,5,1,267,24,16,37,0.432,26,52,0.5,0.472,18,31,0.581,0022300351
0022300351,1610612755,76ers,PHI,Philadelphia,240:00,18.03,29,54,83,393,3,2,276,23,13,30,0.433,25,58,0.431,0.432,15,25,0.6,0022300351
