GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400484,1610612743,DEN,Denver,1631128,Christian Braun,Christian,F,,27.000000:04,95.7,98.2,115.4,118.3,-19.7,-20.1,0.158,0.0,27.3,0.0,0.077,0.034,0.0,0.5,0.5,0.127,0.126,106.44,103.74,86.45,57,0.062
0022400484,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,46.000000:18,114.3,118.3,91.7,94.7,22.6,23.6,0.061,2.0,8.7,0.037,0.138,0.089,4.3,0.647,0.697,0.193,0.192,100.2,96.94,80.78,93,0.144
0022400484,1610612743,DEN,Denver,203999,Nikola Jokić,Nikola,C,,43.000000:19,111.4,115.7,103.2,105.5,8.2,10.2,0.476,5.0,20.8,0.077,0.102,0.089,4.2,0.586,0.611,0.365,0.367,102.79,99.73,83.11,89,0.217
0022400484,1610612743,DEN,Denver,201566,Russell Westbrook,Russell,G,,36.000000:16,108.1,110.8,99.1,101.3,9.0,9.5,0.207,6.0,33.3,0.095,0.15,0.122,5.6,0.409,0.409,0.143,0.143,101.62,99.26,82.72,74,0.091
0022400484,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,G,,37.000000:45,103.3,105.3,95.7,97.4,7.5,7.8,0.25,6.0,25.0,0.0,0.125,0.063,4.2,0.382,0.382,0.202,0.206,99.73,97.9,81.59,76,0.105
0022400484,1610612743,DEN,Denver,1631124,Julian Strawther,Julian,,,25.000000:57,116.9,120.4,100.3,103.6,16.6,16.8,0.087,0.0,16.7,0.0,0.152,0.079,0.0,0.167,0.253,0.159,0.16,104.92,101.73,84.78,54,0.018
0022400484,1610612743,DEN,Denver,1629618,Jalen Pickett,Jalen,,,3.000000:50,132.2,137.5,101.7,100.0,30.5,37.5,0.0,0.0,0.0,0.0,0.333,0.182,0.0,1.0,1.0,0.091,0.097,95.17,93.91,78.26,8,0.308
0022400484,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,,,33.000000:52,118.0,120.6,87.9,88.4,30.1,32.2,0.103,3.0,23.1,0.026,0.156,0.095,7.7,0.333,0.463,0.122,0.124,98.42,97.09,80.91,68,0.096
0022400484,1610612743,DEN,Denver,1641816,Hunter Tyson,Hunter,,,0.000000:58,66.7,66.7,266.0,250.0,-199.3,-183.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.74,123.71,103.09,3,-0.167
0022400484,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,,,9.000000:41,101.9,100.0,75.5,78.9,26.5,21.1,0.0,0.0,0.0,0.273,0.2,0.231,16.7,0.25,0.307,0.273,0.277,95.47,94.18,78.49,19,0.02
