GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400629,1610612747,Lakers,LAL,Los Angeles,240.000000:00,119.6,124.5,101.1,102.1,18.5,22.3,0.643,2.7,20.0,0.327,0.767,0.569,10.225,10.6,0.556,0.598,1.0,0.193,96.36,94.0,78.33,94,0.616
0022400629,1610612738,Celtics,BOS,Boston,240.000000:00,101.1,102.1,119.6,124.5,-18.5,-22.3,0.657,3.29,17.8,0.233,0.673,0.431,7.375,7.4,0.462,0.485,1.0,0.2,96.36,94.0,78.33,94,0.384
