GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400470,1610612753,ORL,Orlando,1631216,Caleb Houstan,Caleb,F,,24.000000:25,122.1,120.5,108.7,107.0,13.4,13.5,0.063,0.0,16.7,0.045,0.111,0.075,0.0,0.6,0.6,0.098,0.101,84.26,85.52,71.26,44,0.066
0022400470,1610612753,ORL,Orlando,1641783,Tristan da Silva,Tristan,F,,36.000000:54,120.9,117.6,101.4,103.0,19.5,14.6,0.105,2.0,11.8,0.091,0.032,0.063,5.9,0.885,0.901,0.192,0.2,86.66,87.15,72.63,68,0.162
0022400470,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,C,,30.000000:04,127.1,125.9,114.4,112.7,12.7,13.2,0.318,7.0,33.3,0.125,0.5,0.295,4.8,0.333,0.439,0.23,0.235,85.98,87.01,72.51,54,0.13
0022400470,1610612753,ORL,Orlando,203484,Kentavious Caldwell-Pope,Kentavious,G,,32.000000:41,125.8,124.6,103.1,103.3,22.7,21.3,0.095,0.0,16.7,0.0,0.038,0.018,0.0,0.75,0.75,0.145,0.148,89.21,89.59,74.66,61,0.1
0022400470,1610612753,ORL,Orlando,1630591,Jalen Suggs,Jalen,G,,13.000000:15,120.6,115.4,91.2,96.0,29.4,19.4,0.111,1.0,11.1,0.0,0.143,0.065,11.1,0.429,0.429,0.242,0.251,92.74,92.38,76.98,26,0.07
0022400470,1610612753,ORL,Orlando,202709,Cory Joseph,Cory,,,16.000000:37,139.6,131.3,126.4,125.0,13.2,6.3,0.3,3.0,27.3,0.0,0.0,0.0,9.1,0.786,0.786,0.222,0.242,89.14,92.44,77.03,32,0.119
0022400470,1610612753,ORL,Orlando,1628371,Jonathan Isaac,Jonathan,,,13.000000:23,114.5,107.1,108.9,107.4,5.6,-0.3,0.125,0.5,14.3,0.071,0.188,0.133,28.6,0.833,0.81,0.176,0.192,94.76,98.63,82.19,28,0.121
0022400470,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,,,33.000000:49,119.7,116.9,101.0,101.6,18.8,15.3,0.5,3.67,44.0,0.033,0.097,0.066,12.0,0.409,0.409,0.194,0.201,89.34,90.13,75.11,65,0.08
0022400470,1610612753,ORL,Orlando,1641724,Jett Howard,Jett,,,10.000000:08,98.4,90.9,130.8,128.6,-32.4,-37.7,0.167,1.0,12.5,0.0,0.0,0.0,12.5,0.3,0.425,0.269,0.3,97.01,101.84,84.87,22,-0.022
0022400470,1610612753,ORL,Orlando,1628976,Wendell Carter Jr.,Wendell,,,17.000000:56,108.7,105.6,98.5,97.2,10.2,8.3,0.1,1.0,10.0,0.05,0.348,0.209,10.0,0.286,0.381,0.209,0.22,94.32,96.36,80.3,36,0.137
0022400470,1610612753,ORL,Orlando,1630243,Trevelin Queen,Trevelin,,,10.000000:48,89.5,77.3,134.9,133.3,-45.4,-56.1,0.4,0.0,50.0,0.25,0.0,0.118,0.0,1.25,1.25,0.08,0.095,88.36,95.56,79.63,22,0.188
0022400470,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,F,,37.000000:26,106.1,104.2,110.3,108.3,-4.2,-4.2,0.15,3.0,12.5,0.029,0.216,0.125,4.2,0.526,0.503,0.266,0.277,90.68,92.32,76.94,72,0.12
0022400470,1610612761,TOR,Toronto,1630534,Ochai Agbaji,Ochai,F,,33.000000:10,113.0,111.5,126.3,125.0,-13.3,-13.5,0.045,0.0,10.0,0.043,0.071,0.059,0.0,0.833,0.833,0.136,0.14,86.54,87.56,72.96,61,0.09
0022400470,1610612761,TOR,Toronto,1627751,Jakob Poeltl,Jakob,C,,33.000000:30,107.8,108.2,126.1,122.6,-18.2,-14.4,0.125,0.67,11.1,0.077,0.143,0.111,16.7,0.917,0.938,0.242,0.245,87.03,88.12,73.43,61,0.162
0022400470,1610612761,TOR,Toronto,1641711,Gradey Dick,Gradey,G,,29.000000:41,108.7,111.1,127.3,123.6,-18.6,-12.5,0.043,1.0,7.1,0.0,0.185,0.098,7.1,0.273,0.337,0.217,0.22,87.81,88.13,73.44,54,0.022
0022400470,1610612761,TOR,Toronto,1630193,Immanuel Quickley,Immanuel,G,,33.000000:22,106.6,104.5,104.7,101.5,1.9,3.1,0.5,3.67,34.4,0.0,0.121,0.062,9.4,0.265,0.308,0.288,0.301,93.29,95.68,79.74,66,0.062
0022400470,1610612761,TOR,Toronto,1642347,Jamal Shead,Jamal,,,13.000000:36,113.0,108.3,171.0,168.2,-57.9,-59.8,0.6,3.0,60.0,0.1,0.0,0.05,20.0,0.5,0.5,0.154,0.16,78.74,81.14,67.61,24,0.1
0022400470,1610612761,TOR,Toronto,1642266,Ja'Kobe Walter,Ja'Kobe,,,18.000000:22,106.4,102.6,120.1,113.5,-13.7,-10.9,0.0,0.0,0.0,0.0,0.125,0.054,0.0,0.833,0.833,0.07,0.072,93.56,98.0,81.67,38,0.075
