GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022500996,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,591.8,118.4,514.9,103.0,77.0,15.4,0.651,1.56,19.6,0.386,0.587,0.505,18.367,18.4,0.565,0.599,1.0,0.983,19.9,99.5,82.92,98.0,0.61
0022500996,1610612756,Phoenix,Suns,PHX,suns,240:00,514.9,103.0,591.8,118.4,-77.0,-15.4,0.676,1.79,16.6,0.413,0.614,0.495,13.861,13.9,0.448,0.485,1.0,0.937,19.9,99.5,82.92,101.0,0.39
