GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400836,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,F,,33.000000:09,103.8,107.6,128.0,120.6,-24.2,-13.0,0.2,0.75,11.1,0.029,0.179,0.097,14.8,0.632,0.65,0.338,0.331,95.88,97.01,80.84,66,0.146
0022400836,1610612738,BOS,Boston,201143,Al Horford,Al,F,,30.000000:05,91.5,91.9,111.8,110.9,-20.3,-19.0,0.111,0.0,16.7,0.028,0.281,0.147,0.0,0.45,0.45,0.152,0.151,100.39,100.52,83.77,62,0.12
0022400836,1610612738,BOS,Boston,204001,Kristaps Porziņģis,Kristaps,C,,25.000000:56,72.9,72.4,115.0,115.8,-42.1,-43.4,0.083,0.5,6.7,0.0,0.074,0.033,13.3,0.455,0.446,0.237,0.239,106.46,106.43,88.69,58,0.01
0022400836,1610612738,BOS,Boston,1628401,Derrick White,Derrick,G,,31.000000:17,99.0,100.0,114.5,113.6,-15.5,-13.6,0.176,1.5,16.7,0.028,0.061,0.043,11.1,0.708,0.699,0.221,0.219,99.86,99.73,83.11,64,0.093
0022400836,1610612738,BOS,Boston,201950,Jrue Holiday,Jrue,G,,31.000000:17,99.0,100.0,114.5,113.6,-15.5,-13.6,0.286,2.0,31.6,0.0,0.061,0.029,15.8,0.2,0.2,0.191,0.189,99.86,99.73,83.11,64,-0.007
0022400836,1610612738,BOS,Boston,1630202,Payton Pritchard,Payton,,,31.000000:23,112.4,116.1,127.2,122.2,-14.9,-6.1,0.211,4.0,26.7,0.036,0.069,0.053,6.7,0.85,0.862,0.162,0.159,95.29,95.59,79.66,62,0.147
0022400836,1610612738,BOS,Boston,1641775,Jordan Walsh,Jordan,,,15.000000:05,103.5,106.9,135.9,126.7,-32.4,-19.8,0.0,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.0,0.091,0.091,92.16,93.88,78.23,29,-0.071
0022400836,1610612738,BOS,Boston,1630573,Sam Hauser,Sam,,,12.000000:03,100.9,108.3,153.3,137.5,-52.4,-29.2,0.125,1.0,33.3,0.0,0.125,0.059,33.3,1.5,1.5,0.077,0.075,94.17,95.6,79.67,24,0.057
0022400836,1610612738,BOS,Boston,1629674,Neemias Queta,Neemias,,,11.000000:05,131.8,142.9,171.7,145.5,-39.9,-2.6,0.1,1.0,50.0,0.0,0.125,0.071,50.0,0.0,0.0,0.043,0.042,89.65,93.11,77.59,21,0.017
0022400836,1610612738,BOS,Boston,1631120,JD Davison,JD,,,4.000000:40,85.4,77.8,95.3,100.0,-10.0,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647,0.182,0.196,90.72,92.57,77.14,9,0.222
