GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022500139,1610612749,Bucks,MIL,Milwaukee,240:00,16.75,20,52,72,406,6,2,280,25,16,29,0.552,30,67,0.448,0.479,16,29,0.552,0022500139
0022500139,1610612744,Warriors,GSW,Golden State,240:00,16.72,23,61,83,449,5,2,318,23,13,29,0.448,23,56,0.411,0.424,15,20,0.75,0022500139
