GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022500944,1610612757,Portland,Trail Blazers,POR,blazers,240:00,35,83,0.422,16,42,0.381,15,18,0.833,10,32,42,23,6,8,18,24,101,-2.0
0022500944,1610612766,Charlotte,Hornets,CHA,hornets,240:00,34,88,0.386,14,38,0.368,21,25,0.84,16,36,52,21,12,4,16,20,103,2.0
