GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021901292,1610612756,Suns,PHX,Phoenix,240.000000:00,116.6,118.5,91.6,92.7,25.0,25.9,0.69,1.45,19.2,0.292,0.793,0.566,18.222,18.5,0.567,0.629,1.0,0.195,110.0,108.5,90.42,108,0.637
0021901292,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,91.6,92.7,116.6,118.5,-25.0,-25.9,0.686,1.26,16.9,0.207,0.708,0.434,17.235,17.4,0.461,0.509,1.0,0.198,110.0,108.5,90.42,109,0.363
