GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021700617,1610612747,Lakers,LAL,Los Angeles,240:00,17.31,29,55,81,430,5,1,305,22,9,29,0.31,27,58,0.466,0.414,14,26,0.538,0021700617
0021700617,1610612759,Spurs,SAS,San Antonio,240:00,17.56,22,57,77,435,4,1,322,21,13,34,0.382,18,42,0.429,0.408,11,19,0.579,0021700617
