GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021900439,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,32.000000:54,5.0,6.0,0.833,3.0,4.0,0.75,1.0,2.0,0.5,1.0,4.0,5.0,3.0,0.0,0.0,2.0,5.0,14.0,-3.0
0021900439,1610612742,DAL,Dallas,204001,Kristaps Porziņģis,Kristaps,F,,35.000000:33,5.0,15.0,0.333,3.0,9.0,0.333,6.0,7.0,0.857,4.0,8.0,12.0,0.0,1.0,3.0,1.0,2.0,19.0,13.0
0021900439,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,30.000000:12,6.0,9.0,0.667,2.0,4.0,0.5,3.0,5.0,0.6,2.0,7.0,9.0,3.0,1.0,1.0,2.0,1.0,17.0,16.0
0021900439,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,G,,35.000000:28,6.0,19.0,0.316,2.0,9.0,0.222,2.0,2.0,1.0,1.0,7.0,8.0,5.0,2.0,0.0,4.0,0.0,16.0,5.0
0021900439,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,34.000000:25,8.0,14.0,0.571,2.0,5.0,0.4,3.0,3.0,1.0,1.0,3.0,4.0,9.0,1.0,0.0,2.0,4.0,21.0,-2.0
0021900439,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,14.000000:37,3.0,9.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,7.0,-8.0
0021900439,1610612742,DAL,Dallas,1626153,Delon Wright,Delon,,,18.000000:49,1.0,7.0,0.143,1.0,4.0,0.25,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,0.0,2.0,5.0,5.0,-17.0
0021900439,1610612742,DAL,Dallas,1629151,Ryan Broekhoff,Ryan,,,17.000000:47,1.0,4.0,0.25,1.0,4.0,0.25,3.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0,-8.0
0021900439,1610612742,DAL,Dallas,203552,Seth Curry,Seth,,,18.000000:08,0.0,7.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,-13.0
0021900439,1610612742,DAL,Dallas,1626246,Boban Marjanović,Boban,,,2.000000:07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
0021900439,1610612742,DAL,Dallas,200826,J.J. Barea,J.J.,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
