GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021900167,1610612765,Pistons,DET,Detroit,240.000000:00,106.2,110.4,109.0,112.4,-2.8,-2.0,0.625,1.19,19.0,0.293,0.661,0.505,21.034,21.9,0.586,0.617,1.0,0.195,99.94,96.5,80.42,96,0.51
0021900167,1610612766,Hornets,CHA,Charlotte,240.000000:00,109.0,112.4,106.2,110.4,2.8,2.0,0.512,2.0,16.2,0.339,0.707,0.495,10.996,11.3,0.516,0.529,1.0,0.198,99.94,96.5,80.42,97,0.49
