GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021800481,1610612755,76ers,PHI,Philadelphia,240:00,19.36,12,62,73,437,4,2,311,33,21,30,0.7,25,55,0.455,0.541,15,25,0.6,0021800481
0021800481,1610612761,Raptors,TOR,Toronto,240:00,19.27,27,44,69,434,3,0,302,17,15,39,0.385,22,56,0.393,0.389,25,34,0.735,0021800481
