GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022200972,1610612755,76ers,PHI,Philadelphia,240.000000:00,139.0,140.0,132.9,136.2,6.2,3.8,0.771,3.08,25.0,0.229,0.786,0.532,11.351,11.4,0.683,0.745,1.0,0.197,106.68,105.0,87.5,105,0.538
0022200972,1610612754,Pacers,IND,Indiana,240.000000:00,132.9,136.2,139.0,140.0,-6.2,-3.8,0.528,3.11,19.9,0.214,0.771,0.468,8.361,8.6,0.672,0.69,1.0,0.197,106.68,105.0,87.5,105,0.462
