GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022401173,1610612737,ATL,Atlanta,1642258,Zaccharie Risacher,F,,25:55,4.8,2.17,0,4,4,26,1,0,15,0,1,2,0.5,4,7,0.571,0.556,1,3,0.333,0022401173
0022401173,1610612737,ATL,Atlanta,1631243,Mouhamed Gueye,F,,33:17,4.66,2.73,16,11,27,43,0,0,33,2,3,4,0.75,1,3,0.333,0.57,3,7,0.429,0022401173
0022401173,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,C,,29:27,3.95,2.03,5,10,15,34,0,0,24,1,0,2,0.0,2,5,0.4,0.285,6,8,0.75,0022401173
0022401173,1610612737,ATL,Atlanta,1630700,Dyson Daniels,G,,36:39,4.48,2.9,5,11,15,71,0,0,55,8,3,4,0.75,1,7,0.143,0.363,2,4,0.5,0022401173
0022401173,1610612737,ATL,Atlanta,1629027,Trae Young,G,,35:42,4.02,2.54,4,2,6,90,2,1,59,11,4,9,0.444,6,13,0.462,0.455,1,1,1.0,0022401173
0022401173,1610612737,ATL,Atlanta,1630249,Vít Krejčí,,,11:02,4.7,0.9,1,3,4,12,0,1,8,1,0,0,0.0,0,2,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612737,ATL,Atlanta,1627747,Caris LeVert,,,30:14,4.28,2.3,2,3,5,43,0,0,25,4,3,4,0.75,9,11,0.818,0.8,3,3,1.0,0022401173
0022401173,1610612737,ATL,Atlanta,1629611,Terance Mann,,,19:20,4.49,1.53,2,1,3,17,0,1,10,1,0,1,0.0,2,6,0.333,0.285,3,3,1.0,0022401173
0022401173,1610612737,ATL,Atlanta,1627777,Georges Niang,,,16:53,4.52,1.36,3,4,7,38,0,0,21,0,0,2,0.0,6,12,0.5,0.428,0,1,0.0,0022401173
0022401173,1610612737,ATL,Atlanta,1631230,Dominick Barlow,,,1:31,4.77,0.15,0,1,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612737,ATL,Atlanta,1629726,Garrison Mathews,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612737,ATL,Atlanta,1631342,Daeqwon Plowden,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612737,ATL,Atlanta,1630811,Keaton Wallace,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1641741,Ricky Council IV,F,,31:39,4.52,2.52,3,9,11,59,0,0,43,4,2,5,0.4,1,8,0.125,0.231,3,4,0.75,0022401173
0022401173,1610612755,PHI,Philadelphia,1630542,Marcus Bagley,F,,38:22,4.85,3.29,3,10,13,55,0,0,40,5,2,4,0.5,6,10,0.6,0.57,1,2,0.5,0022401173
0022401173,1610612755,PHI,Philadelphia,1641737,Adem Bona,C,,30:25,4.43,2.33,7,10,16,39,0,0,27,1,7,8,0.875,1,1,1.0,0.889,3,8,0.375,0022401173
0022401173,1610612755,PHI,Philadelphia,1629022,Lonnie Walker IV,G,,23:33,4.13,1.69,0,6,6,45,0,0,27,3,2,5,0.4,3,9,0.333,0.356,4,4,1.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1630215,Jared Butler,G,,29:08,4.25,2.17,2,5,7,72,1,0,47,7,4,6,0.667,5,12,0.417,0.5,3,5,0.6,0022401173
0022401173,1610612755,PHI,Philadelphia,1630288,Jeff Dowtin Jr.,,,29:41,4.24,2.24,1,2,3,57,3,0,43,3,1,5,0.2,0,6,0.0,0.09,2,2,1.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1641720,Jalen Hood-Schifino,,,32:07,4.41,2.51,2,8,10,54,1,0,41,6,1,4,0.25,2,7,0.286,0.273,1,2,0.5,0022401173
0022401173,1610612755,PHI,Philadelphia,1630658,Colin Castleton,,,25:05,4.28,1.92,8,8,15,31,0,0,20,0,3,4,0.75,3,3,1.0,0.856,0,2,0.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1642348,Justin Edwards,,DND - Injury/Illness,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1629656,Quentin Grimes,,DND - Injury/Illness,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1642024,Alex Reese,,DND - Injury/Illness,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
0022401173,1610612755,PHI,Philadelphia,1627824,Guerschon Yabusele,,DND - Injury/Illness,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022401173
