gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0021900792,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (9:13 PM EST),period,start,0,0,1
0021900792,4,PT12M00.00S,1,1610612757,POR,202355,Whiteside,H. Whiteside,0,0,0,,0,,,0,h,Jump Ball Whiteside vs. Adebayo: Tip to Anthony,Jump Ball,,1,0,2
0021900792,7,PT11M41.00S,1,1610612757,POR,203468,McCollum,C. McCollum,0,0,0,,0,,,0,h,McCollum Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,3
0021900792,7,PT11M41.00S,1,1610612748,MIA,203482,Olynyk,K. Olynyk,0,0,0,,0,,,0,v,Olynyk STEAL (1 STL),,,1,0,4
0021900792,9,PT11M32.00S,1,1610612748,MIA,203482,Olynyk,K. Olynyk,114,248,27,Missed,1,,,0,v,MISS Olynyk 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,5
0021900792,10,PT11M28.00S,1,1610612757,POR,203468,McCollum,C. McCollum,0,0,0,,0,,,0,h,McCollum REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
0021900792,11,PT11M22.00S,1,1610612757,POR,2772,Ariza,T. Ariza,-8,-1,1,Made,1,2,0,2,h,Ariza 1' Driving Reverse Layup (2 PTS) (Lillard 1 AST),Made Shot,Driving Reverse Layup Shot,1,2,7
0021900792,14,PT11M05.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,v,Robinson OFF.Foul (P1) (E.Scott),Foul,Offensive,1,0,8
0021900792,16,PT11M05.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,v,Robinson Offensive Foul Turnover (P1.T1),Turnover,Offensive Foul Turnover,1,0,9
0021900792,17,PT10M55.00S,1,1610612757,POR,202355,Whiteside,H. Whiteside,0,0,0,,0,,,0,h,Whiteside Out of Bounds - Bad Pass Turnover Turnover (P1.T2),Turnover,Out of Bounds - Bad Pass Turnover,1,0,10
0021900792,18,PT10M44.00S,1,1610612748,MIA,1629134,Nunn,K. Nunn,-55,179,19,Missed,1,,,0,v,MISS Nunn 19' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,11
0021900792,19,PT10M41.00S,1,1610612757,POR,202355,Whiteside,H. Whiteside,0,0,0,,0,,,0,h,Whiteside REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,12
0021900792,20,PT10M24.00S,1,1610612757,POR,2772,Ariza,T. Ariza,188,164,25,Made,1,5,0,5,h,Ariza 25' 3PT Jump Shot (5 PTS),Made Shot,Jump Shot,1,3,13
0021900792,22,PT10M09.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,125,231,26,Missed,1,,,0,v,MISS Robinson 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,14
0021900792,24,PT10M06.00S,1,1610612757,POR,2546,Anthony,C. Anthony,0,0,0,,0,,,0,h,Anthony REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,15
0021900792,26,PT09M55.00S,1,1610612757,POR,2546,Anthony,C. Anthony,-158,50,17,Missed,1,,,0,h,MISS Anthony 17' Jump Shot,Missed Shot,Jump Shot,1,2,16
0021900792,27,PT09M52.00S,1,1610612748,MIA,203482,Olynyk,K. Olynyk,0,0,0,,0,,,0,v,Olynyk REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17
0021900792,28,PT09M47.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,-227,1,0,Made,1,5,3,8,v,Robinson 3PT Jump Shot (3 PTS) (Nunn 1 AST),Made Shot,Jump Shot,1,3,18
0021900792,30,PT09M34.00S,1,1610612757,POR,2772,Ariza,T. Ariza,-12,13,2,Made,1,7,3,10,h,Ariza 2' Driving Layup (7 PTS),Made Shot,Driving Layup Shot,1,2,19
0021900792,31,PT09M34.00S,1,1610612748,MIA,203482,Olynyk,K. Olynyk,0,0,0,,0,,,0,v,Olynyk S.FOUL (P1.T1) (S.Twardoski),Foul,Shooting,1,0,20
0021900792,33,PT09M34.00S,1,1610612757,POR,2772,Ariza,T. Ariza,0,0,0,,0,8,3,11,h,Ariza Free Throw 1 of 1 (8 PTS),Free Throw,Free Throw 1 of 1,1,0,21
0021900792,34,PT09M24.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,18,253,25,Made,1,8,6,14,v,Robinson 25' 3PT Jump Shot (6 PTS) (Adebayo 1 AST),Made Shot,Jump Shot,1,3,22
