GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022401151,1610612752,New York,Knicks,NYK,knicks,265:00,48,101,0.475,11,38,0.289,10,16,0.625,17,35,52,28,8,6,11,21,117,-2.0
0022401151,1610612738,Boston,Celtics,BOS,celtics,265:00,40,87,0.46,19,49,0.388,20,25,0.8,9,29,38,26,8,4,15,17,119,2.0
