GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022500187,1610612748,Heat,MIA,Miami,240:00,18.08,26,68,90,450,7,2,311,37,28,39,0.718,21,57,0.368,0.51,29,39,0.744,0022500187
0022500187,1610612757,Trail Blazers,POR,Portland,240:00,18.45,39,59,95,468,4,1,324,29,28,48,0.583,21,61,0.344,0.45,28,35,0.8,0022500187
