GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021700099,1610612757,Portland,Trail Blazers,POR,blazers,240:00,31,80,0.388,8,26,0.308,15,19,0.789,6,32,38,13,5,7,13,15,85,-14.0
0021700099,1610612761,Toronto,Raptors,TOR,raptors,240:00,39,87,0.448,8,24,0.333,13,17,0.765,8,39,47,17,10,9,9,14,99,14.0
