GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022000019,1610612758,Kings,SAC,Sacramento,265:00,19.84,33,63,95,462,2,4,322,27,23,41,0.561,22,60,0.367,0.441,27,41,0.659,0022000019
0022000019,1610612743,Nuggets,DEN,Denver,265:00,19.69,31,63,90,467,5,2,329,28,27,47,0.574,20,51,0.392,0.48,24,36,0.667,0022000019
