GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000513,1610612755,76ers,PHI,Philadelphia,265.000000:00,38,83,0.458,10,28,0.357,23,35,0.657,8,38,46,25,9,10,19,26,109,-3.0
0022000513,1610612739,Cavaliers,CLE,Cleveland,265.000000:00,41,97,0.423,8,24,0.333,22,29,0.759,13,39,52,24,12,3,16,26,112,3.0
