GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022000122,1610612750,MIN,Minnesota,1629633,Jarrett Culver,F,,19:35,4.28,1.52,3,4,7,40,0,0,29,2,0,2,0.0,3,4,0.75,0.5,2,2,1.0,0022000122
0022000122,1610612750,MIN,Minnesota,1627823,Juancho Hernangomez,F,,21:41,4.61,1.81,3,5,8,43,0,0,30,0,1,3,0.333,2,5,0.4,0.375,3,3,1.0,0022000122
0022000122,1610612750,MIN,Minnesota,202334,Ed Davis,C,,13:38,4.31,1.08,1,3,4,26,0,0,24,0,0,1,0.0,0,0,0.0,0.0,0,2,0.0,0022000122
0022000122,1610612750,MIN,Minnesota,1627736,Malik Beasley,G,,27:45,4.61,2.27,0,5,5,39,0,1,22,2,0,3,0.0,3,10,0.3,0.231,0,0,0.0,0022000122
0022000122,1610612750,MIN,Minnesota,1626156,D'Angelo Russell,G,,28:09,4.18,2.12,0,3,3,70,1,1,45,3,1,2,0.5,8,14,0.571,0.562,3,3,1.0,0022000122
0022000122,1610612750,MIN,Minnesota,1630162,Anthony Edwards,,,31:13,4.28,2.38,4,5,9,59,0,1,31,1,4,9,0.444,5,12,0.417,0.428,0,1,0.0,0022000122
0022000122,1610612750,MIN,Minnesota,201937,Ricky Rubio,,,28:33,4.55,2.32,3,9,12,68,2,2,56,10,0,2,0.0,0,2,0.0,0.0,2,2,1.0,0022000122
0022000122,1610612750,MIN,Minnesota,1629675,Naz Reid,,,16:01,4.39,1.27,5,4,8,27,0,0,17,1,3,3,1.0,1,4,0.25,0.57,4,5,0.8,0022000122
0022000122,1610612750,MIN,Minnesota,1627774,Jake Layman,,,12:44,4.68,1.05,0,0,0,13,0,0,8,0,2,2,1.0,0,2,0.0,0.5,0,0,0.0,0022000122
0022000122,1610612750,MIN,Minnesota,1629020,Jarred Vanderbilt,,,20:54,4.44,1.65,8,7,15,40,0,0,31,1,2,3,0.667,2,4,0.5,0.57,4,5,0.8,0022000122
0022000122,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,,,12:00,4.46,0.97,3,2,5,19,0,0,15,3,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0022000122
0022000122,1610612750,MIN,Minnesota,1629669,Jaylen Nowell,,,7:47,4.62,0.66,1,0,1,9,0,1,6,1,1,1,1.0,0,2,0.0,0.333,0,0,0.0,0022000122
0022000122,1610612757,POR,Portland,1627884,Derrick Jones Jr.,F,,18:49,4.63,1.56,0,5,5,19,0,0,14,1,1,1,1.0,2,3,0.667,0.75,0,1,0.0,0022000122
0022000122,1610612757,POR,Portland,203496,Robert Covington,F,,23:24,4.14,1.76,0,5,5,32,1,0,26,3,0,1,0.0,1,3,0.333,0.25,1,1,1.0,0022000122
0022000122,1610612757,POR,Portland,203994,Jusuf Nurkić,C,,23:02,4.05,1.69,5,8,13,42,0,1,29,2,5,7,0.714,3,3,1.0,0.8,0,2,0.0,0022000122
0022000122,1610612757,POR,Portland,203468,CJ McCollum,G,,25:32,4.34,1.99,1,5,6,49,1,0,29,4,2,6,0.333,4,8,0.5,0.428,0,3,0.0,0022000122
0022000122,1610612757,POR,Portland,203081,Damian Lillard,G,,28:57,4.27,2.22,1,8,9,78,0,0,50,7,3,8,0.375,10,13,0.769,0.618,3,3,1.0,0022000122
0022000122,1610612757,POR,Portland,2546,Carmelo Anthony,,,21:02,4.01,1.49,1,3,4,25,0,0,14,3,3,3,1.0,1,6,0.167,0.444,0,1,0.0,0022000122
0022000122,1610612757,POR,Portland,203918,Rodney Hood,,,16:01,4.46,1.25,0,4,4,20,0,0,13,2,1,1,1.0,0,5,0.0,0.167,1,3,0.333,0022000122
0022000122,1610612757,POR,Portland,202683,Enes Freedom,,,13:54,4.21,1.03,3,6,9,21,0,0,15,1,5,5,1.0,0,0,0.0,1.0,4,5,0.8,0022000122
0022000122,1610612757,POR,Portland,1629018,Gary Trent Jr.,,,27:24,4.28,2.09,1,1,2,19,0,0,8,0,0,1,0.0,2,6,0.333,0.285,1,1,1.0,0022000122
0022000122,1610612757,POR,Portland,1629014,Anfernee Simons,,,12:00,4.55,0.99,0,6,6,28,0,0,20,1,0,1,0.0,3,4,0.75,0.599,1,2,0.5,0022000122
0022000122,1610612757,POR,Portland,1628385,Harry Giles III,,,11:04,4.52,0.91,2,4,4,22,0,0,15,0,0,0,0.0,1,3,0.333,0.333,3,5,0.6,0022000122
0022000122,1610612757,POR,Portland,1629642,Nassir Little,,,7:47,4.42,0.64,1,3,3,4,0,0,2,0,0,0,0.0,1,1,1.0,1.0,1,1,1.0,0022000122
0022000122,1610612757,POR,Portland,1629604,CJ Elleby,,,7:20,4.61,0.62,0,0,0,10,0,0,8,0,1,1,1.0,0,0,0.0,1.0,1,1,1.0,0022000122
0022000122,1610612757,POR,Portland,1629833,Keljin Blevins,,,3:44,4.26,0.3,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0.0,0.0,1,1,1.0,0022000122
