GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021701177,1610612745,Houston,Rockets,HOU,rockets,240:00,505.3,101.1,489.6,97.9,15.7,3.1,0.471,0.94,13.6,0.163,0.688,0.44,17.895,17.9,0.555,0.574,1.0,0.961,19.1,95.5,79.58,95.0,0.518
0021701177,1610612757,Portland,Trail Blazers,POR,blazers,240:00,489.6,97.9,505.3,101.1,-15.7,-3.1,0.41,0.89,12.7,0.313,0.837,0.56,18.75,18.8,0.5,0.516,1.0,0.982,19.1,95.5,79.58,96.0,0.482
