GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022300199,1610612757,Trail Blazers,POR,Portland,240.000000:00,34,91,0.374,13,38,0.342,14,16,0.875,8,22,30,24,9,3,12,21,95,-14.0
0022300199,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,42,75,0.56,9,30,0.3,16,21,0.762,7,40,47,23,5,9,17,16,109,14.0
