gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0021700238,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:11 PM EST),period,start,0,0,1
0021700238,4,PT12M00.00S,1,1610612750,MIN,1626157,Towns,K. Towns,0,0,0,,0,,,0,h,Jump Ball Towns vs. Drummond: Tip to Harris,Jump Ball,,1,0,2
0021700238,8,PT11M41.00S,1,1610612765,DET,202704,Jackson,R. Jackson,0,0,0,,0,,,0,v,Jackson Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0,3
0021700238,8,PT11M41.00S,1,1610612750,MIN,201952,Teague,J. Teague,0,0,0,,0,,,0,h,Teague STEAL (1 STL),,,1,0,4
0021700238,10,PT11M39.00S,1,1610612750,MIN,202710,Butler III,J. Butler III,0,0,0,,0,,,0,h,Butler Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0,5
0021700238,11,PT11M31.00S,1,1610612765,DET,202340,Bradley,A. Bradley,0,0,0,,0,,,0,v,Bradley Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,6
0021700238,11,PT11M31.00S,1,1610612750,MIN,202710,Butler III,J. Butler III,0,0,0,,0,,,0,h,Butler STEAL (1 STL),,,1,0,7
0021700238,13,PT11M27.00S,1,1610612750,MIN,202710,Butler III,J. Butler III,1,8,1,Made,1,2,0,2,h,Butler 1' Running Layup (2 PTS),Made Shot,Running Layup Shot,1,2,8
0021700238,14,PT11M13.00S,1,1610612765,DET,202699,Harris,T. Harris,11,258,26,Missed,1,,,0,v,MISS Harris 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,9
0021700238,15,PT11M13.00S,1,1610612750,MIN,201959,Gibson,T. Gibson,0,0,0,,0,,,0,h,Gibson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,10
0021700238,16,PT10M56.00S,1,1610612750,MIN,203952,Wiggins,A. Wiggins,92,167,19,Made,1,4,0,4,h,Wiggins 19' Pullup Jump Shot (2 PTS) (Butler 1 AST),Made Shot,Pullup Jump shot,1,2,11
0021700238,18,PT10M33.00S,1,1610612765,DET,202699,Harris,T. Harris,3,85,9,Missed,1,,,0,v,MISS Harris 9' Running Jump Shot,Missed Shot,Running Jump Shot,1,2,12
0021700238,19,PT10M33.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,13
0021700238,20,PT10M27.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,-6,1,Missed,1,,,0,v,MISS Drummond 1' Tip Layup Shot,Missed Shot,Tip Layup Shot,1,2,14
0021700238,21,PT10M27.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond REBOUND (Off:2 Def:0),Rebound,Unknown,1,0,15
0021700238,22,PT10M27.00S,1,1610612750,MIN,1626157,Towns,K. Towns,0,0,0,,0,,,0,h,Towns S.FOUL (P1.T1) (G.Petraitis),Foul,Shooting,1,0,16
0021700238,24,PT10M27.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,4,1,5,v,Drummond Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0,17
0021700238,25,PT10M27.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,4,2,6,v,Drummond Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,0,0,18
0021700238,26,PT10M14.00S,1,1610612750,MIN,1626157,Towns,K. Towns,92,240,26,Made,1,7,2,9,h,Towns 26' 3PT Jump Shot (3 PTS) (Teague 1 AST),Made Shot,Jump Shot,1,3,19
