GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000172,1610612740,Pelicans,NOP,New Orleans,240.000000:00,42,88,0.477,10,28,0.357,12,16,0.75,12,36,48,18,4,4,9,19,106,-5.0
0022000172,1610612746,Clippers,LAC,LA,240.000000:00,35,74,0.473,18,37,0.486,23,27,0.852,3,33,36,26,4,6,10,16,111,5.0
