GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,START_POSITION,COMMENT,jerseyNum,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PLAYER_NAME
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1627752,Taurean,Prince,T. Prince,taurean-prince,F,,,30:37,5,17,0.294,5,12,0.417,0,0,0.0,0,3,3,1,4,0,5,3,15,9.0,Taurean Prince
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1628381,John,Collins,J. Collins,john-collins,F,,,32:07,6,7,0.857,1,1,1.0,3,3,1.0,1,7,8,2,0,1,2,3,16,12.0,John Collins
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,203473,Dewayne,Dedmon,D. Dedmon,dewayne-dedmon,C,,,32:16,2,10,0.2,0,3,0.0,2,2,1.0,2,5,7,1,2,0,1,2,6,8.0,Dewayne Dedmon
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,203145,Kent,Bazemore,K. Bazemore,kent-bazemore,G,,,32:00,10,16,0.625,5,7,0.714,4,5,0.8,0,3,3,0,2,1,4,2,29,4.0,Kent Bazemore
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,203471,Dennis,Schröder,D. Schröder,dennis-schröder,G,,,37:09,10,21,0.476,2,8,0.25,5,5,1.0,0,5,5,9,1,0,4,5,27,5.0,Dennis Schröder
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1628416,Tyler,Dorsey,T. Dorsey,tyler-dorsey,,,,7:38,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-2.0,Tyler Dorsey
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,203488,Mike,Muscala,M. Muscala,mike-muscala,,,,20:56,1,3,0.333,1,3,0.333,0,0,0.0,0,4,4,1,0,0,1,1,3,-17.0,Mike Muscala
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,203101,Miles,Plumlee,M. Plumlee,miles-plumlee,,,,8:39,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-9.0,Miles Plumlee
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1627819,Isaiah,Taylor,I. Taylor,isaiah-taylor,,,,11:32,1,4,0.25,0,0,0.0,1,2,0.5,0,1,1,2,0,0,2,2,3,-12.0,Isaiah Taylor
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1628537,Jaylen,Morris,J. Morris,jaylen-morris,,,,12:07,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-14.0,Jaylen Morris
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1627098,Malcolm,Delaney,M. Delaney,malcolm-delaney,,,,14:59,1,2,0.5,1,1,1.0,3,3,1.0,0,1,1,4,1,0,0,3,6,-9.0,Malcolm Delaney
0021700928,1610612737,Atlanta,Hawks,ATL,hawks,1627761,DeAndre',Bembry,D. Bembry,deandre-bembry,,DNP - Injury/Illness,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,DeAndre' Bembry
0021700928,1610612744,Golden State,Warriors,GSW,warriors,201142,Kevin,Durant,K. Durant,kevin-durant,F,,,35:12,12,19,0.632,0,2,0.0,4,6,0.667,0,3,3,5,1,2,4,2,28,-5.0,Kevin Durant
0021700928,1610612744,Golden State,Warriors,GSW,warriors,203110,Draymond,Green,D. Green,draymond-green,F,,,36:57,1,3,0.333,0,2,0.0,0,0,0.0,0,7,7,9,1,0,3,4,2,10.0,Draymond Green
0021700928,1610612744,Golden State,Warriors,GSW,warriors,201580,JaVale,McGee,J. McGee,javale-mcgee,C,,,10:20,1,2,0.5,0,0,0.0,0,0,0.0,0,3,3,0,2,1,2,1,2,3.0,JaVale McGee
0021700928,1610612744,Golden State,Warriors,GSW,warriors,202691,Klay,Thompson,K. Thompson,klay-thompson,G,,,35:54,6,9,0.667,2,4,0.5,1,2,0.5,0,4,4,3,1,1,2,5,15,-2.0,Klay Thompson
0021700928,1610612744,Golden State,Warriors,GSW,warriors,201939,Stephen,Curry,S. Curry,stephen-curry,G,,,23:29,8,15,0.533,4,9,0.444,8,8,1.0,0,1,1,3,2,0,0,0,28,2.0,Stephen Curry
0021700928,1610612744,Golden State,Warriors,GSW,warriors,2585,Zaza,Pachulia,Z. Pachulia,zaza-pachulia,,,,9:00,1,1,1.0,0,0,0.0,0,0,0.0,0,4,4,3,0,0,0,1,2,-6.0,Zaza Pachulia
0021700928,1610612744,Golden State,Warriors,GSW,warriors,2738,Andre,Iguodala,A. Iguodala,andre-iguodala,,,,25:57,4,8,0.5,1,4,0.25,0,0,0.0,1,4,5,6,1,1,2,2,9,1.0,Andre Iguodala
0021700928,1610612744,Golden State,Warriors,GSW,warriors,201156,Nick,Young,N. Young,nick-young,,,,22:50,5,9,0.556,4,8,0.5,2,2,1.0,0,0,0,1,1,0,0,2,16,7.0,Nick Young
0021700928,1610612744,Golden State,Warriors,GSW,warriors,1626188,Quinn,Cook,Q. Cook,quinn-cook,,,,12:31,1,2,0.5,0,1,0.0,2,2,1.0,0,1,1,0,0,0,1,1,4,4.0,Quinn Cook
0021700928,1610612744,Golden State,Warriors,GSW,warriors,2561,David,West,D. West,david-west,,,,14:43,3,7,0.429,0,0,0.0,2,2,1.0,0,2,2,2,2,0,2,2,8,9.0,David West
