GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0021700872,1610612744,Warriors,GSW,Golden State,240:00,17.17,10,54,63,425,7,4,310,31,17,24,0.708,30,51,0.588,0.618,20,29,0.69,0021700872
0021700872,1610612746,Clippers,LAC,LA,240:00,17.35,36,43,75,435,4,0,306,32,22,37,0.595,22,51,0.431,0.5,20,22,0.909,0021700872
