GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022400584,1610612741,Bulls,CHI,Chicago,240:00,48,95,0.505,14,40,0.35,13,14,0.929,12,33,45,34,9,3,13,18,123,-2
0022400584,1610612766,Hornets,CHA,Charlotte,240:00,48,96,0.5,13,34,0.382,16,20,0.8,13,31,44,26,9,2,12,13,125,2
