GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,position,comment,jerseyNum,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,PLAYER_NAME
0022500242,1610612754,Indiana,Pacers,IND,pacers,1641716,Jarace,Walker,J. Walker,jarace-walker,F,,,28:27,107.8,107.8,120.0,120.0,-12.2,-12.2,0.05,0.33,10.0,0.063,0.038,0.052,30.0,0.625,0.645,0.114,0.114,108.84,108.84,90.7,64.0,0.037,Jarace Walker
0022500242,1610612754,Indiana,Pacers,IND,pacers,1627783,Pascal,Siakam,P. Siakam,pascal-siakam,F,,,33:49,100.0,100.0,140.3,140.3,-40.3,-40.3,0.077,0.33,3.7,0.059,0.156,0.106,11.1,0.559,0.651,0.299,0.299,102.19,102.19,85.16,72.0,0.174,Pascal Siakam
0022500242,1610612754,Indiana,Pacers,IND,pacers,1630543,Isaiah,Jackson,I. Jackson,isaiah-jackson,C,,,26:35,132.1,132.1,135.7,135.7,-3.6,-3.6,0.188,3.0,23.1,0.276,0.08,0.185,7.7,0.857,0.83,0.135,0.135,101.14,101.14,84.28,56.0,0.166,Isaiah Jackson
0022500242,1610612754,Indiana,Pacers,IND,pacers,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,G,,,25:15,107.3,107.3,133.9,133.9,-26.7,-26.7,0.222,0.5,7.1,0.0,0.176,0.06,14.3,0.531,0.564,0.382,0.382,105.5,105.5,87.92,55.0,0.071,Bennedict Mathurin
0022500242,1610612754,Indiana,Pacers,IND,pacers,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,G,,,31:31,104.5,104.5,125.8,125.8,-21.2,-21.2,0.235,0.8,19.0,0.03,0.0,0.015,23.8,0.45,0.593,0.205,0.205,100.52,100.52,83.77,66.0,0.07,Andrew Nembhard
0022500242,1610612754,Indiana,Pacers,IND,pacers,1630526,Jeremiah,Robinson-Earl,J. Robinson-Earl,jeremiah-robinson-earl,,,,20:22,131.8,131.8,95.7,95.7,36.2,36.2,0.0,0.0,0.0,0.13,0.3,0.209,0.0,0.25,0.25,0.145,0.145,106.03,106.03,88.36,44.0,0.051,Jeremiah Robinson-Earl
0022500242,1610612754,Indiana,Pacers,IND,pacers,1628396,Tony,Bradley,T. Bradley,tony-bradley,,,,17:29,81.6,81.6,102.5,102.5,-20.9,-20.9,0.111,0.33,9.1,0.13,0.118,0.125,27.3,0.167,0.291,0.227,0.227,107.06,107.06,89.22,38.0,-0.088,Tony Bradley
0022500242,1610612754,Indiana,Pacers,IND,pacers,1630643,Jay,Huff,J. Huff,jay-huff,,,,8:03,58.8,58.8,73.7,73.7,-14.9,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.222,0.222,107.33,107.33,89.44,17.0,0.147,Jay Huff
0022500242,1610612754,Indiana,Pacers,IND,pacers,1641767,Ben,Sheppard,B. Sheppard,ben-sheppard,,,,28:41,115.3,115.3,114.5,114.5,0.7,0.7,0.2,0.0,36.4,0.029,0.091,0.059,0.0,0.286,0.286,0.092,0.092,101.24,101.24,84.37,59.0,0.07,Ben Sheppard
0022500242,1610612754,Indiana,Pacers,IND,pacers,204456,T.J.,McConnell,T. McConnell,tj-mcconnell,,,,15:26,100.0,100.0,125.7,125.7,-25.7,-25.7,0.182,2.0,28.6,0.0,0.1,0.029,14.3,0.0,0.0,0.116,0.116,110.41,110.41,92.01,36.0,-0.042,T.J. McConnell
0022500242,1610612754,Indiana,Pacers,IND,pacers,1643007,Taelon,Peter,T. Peter,taelon-peter,,,,2:11,140.0,140.0,80.0,80.0,60.0,60.0,0.333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.92,109.92,91.6,5.0,0.091,Taelon Peter
0022500242,1610612754,Indiana,Pacers,IND,pacers,1628420,Monte,Morris,M. Morris,monte-morris,,,,2:11,140.0,140.0,80.0,80.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,0.4,0.4,109.92,109.92,91.6,5.0,0.091,Monte Morris
