gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,matchupMinutes,partialPossessions,switchesOn,playerPoints,defensiveRebounds,matchupAssists,matchupTurnovers,steals,blocks,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupFieldGoalPercentage,matchupThreePointersMade,matchupThreePointersAttempted,matchupThreePointerPercentage
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1626181,Norman,Powell,N. Powell,norman-powell,F,,24,12:23,55.1,0,12,2,3,0,0,0,4,10,0.4,2,6,0.333
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,203496,Robert,Covington,R. Covington,robert-covington,F,,33,7:58,37.1,0,15,4,1,0,1,0,7,13,0.538,0,3,0.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,203994,Jusuf,Nurkić,J. Nurkić,jusuf-nurkić,C,,27,8:60,42.0,0,19,6,7,2,0,0,8,11,0.727,3,3,1.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,203468,CJ,McCollum,C. McCollum,cj-mccollum,G,,3,13:16,57.2,0,12,0,0,0,2,0,5,14,0.357,2,6,0.333
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1629014,Anfernee,Simons,A. Simons,anfernee-simons,G,,1,12:04,53.4,0,8,4,3,1,0,1,4,8,0.5,0,2,0.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1629642,Nassir,Little,N. Little,nassir-little,,,9,12:51,54.6,0,27,6,2,0,2,1,10,16,0.625,5,8,0.625
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,203469,Cody,Zeller,C. Zeller,cody-zeller,,,40,3:33,14.0,0,7,1,3,1,0,0,3,7,0.429,0,1,0.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1626204,Larry,Nance Jr.,L. Nance Jr.,larry-nance-jr,,,11,8:58,37.1,0,12,1,5,0,0,1,5,8,0.625,2,3,0.667
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1628372,Dennis,Smith Jr.,D. Smith Jr.,dennis-smith-jr,,,10,10:08,43.6,0,11,0,1,2,3,0,4,7,0.571,3,4,0.75
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,203503,Tony,Snell,T. Snell,tony-snell,,,17,5:16,22.0,0,9,2,3,0,0,1,4,8,0.5,1,1,1.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,203463,Ben,McLemore,B. McLemore,ben-mclemore,,,23,3:12,12.9,0,2,0,0,1,0,0,0,1,0.0,0,1,0.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1629604,CJ,Elleby,C. Elleby,cj-elleby,,,16,3:12,13.0,0,2,2,1,1,0,0,0,0,0.0,0,0,0.0
0022100197,1610612757,Portland,Trail Blazers,POR,blazers,1630570,Trendon,Watford,T. Watford,trendon-watford,,,2,3:12,13.0,0,3,0,1,1,0,0,1,2,0.5,1,1,1.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,203932,Aaron,Gordon,A. Gordon,aaron-gordon,F,,50,10:15,54.1,0,6,1,2,1,0,0,3,7,0.429,0,3,0.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,201145,Jeff,Green,J. Green,jeff-green,F,,32,8:28,44.9,0,9,3,1,1,0,1,4,12,0.333,1,8,0.125
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,203999,Nikola,Jokić,N. Jokić,nikola-jokić,C,,15,9:49,52.1,0,16,7,3,1,0,0,7,18,0.389,2,7,0.286
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,203085,Austin,Rivers,A. Rivers,austin-rivers,G,,25,7:46,41.9,0,7,3,3,1,1,0,2,5,0.4,1,2,0.5
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1628420,Monté,Morris,M. Morris,monté-morris,G,,11,8:25,44.1,0,7,7,0,1,3,0,3,4,0.75,1,1,1.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1628408,PJ,Dozier,P. Dozier,pj-dozier,,,35,7:37,39.1,0,7,3,3,1,1,0,2,7,0.286,0,4,0.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,203210,JaMychal,Green,J. Green,jamychal-green,,,,6:23,32.1,0,6,1,3,2,1,0,2,10,0.2,0,2,0.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1630538,Bones,Hyland,B. Hyland,bones-hyland,,,3,8:25,42.2,0,13,2,1,1,2,0,5,5,1.0,3,3,1.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1630267,Facundo,Campazzo,F. Campazzo,facundo-campazzo,,,7,8:16,42.0,0,2,1,4,0,1,0,1,2,0.5,0,1,0.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1630192,Zeke,Nnaji,Z. Nnaji,zeke-nnaji,,,22,6:47,35.1,0,9,6,0,0,0,0,3,5,0.6,2,3,0.667
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1629626,Bol,Bol,B. Bol,bol-bol,,,10,2:04,12.0,0,4,1,0,1,0,0,2,5,0.4,0,1,0.0
0022100197,1610612743,Denver,Nuggets,DEN,nuggets,1630210,Markus,Howard,M. Howard,markus-howard,,,00,1:52,11.0,0,0,0,0,0,0,0,0,2,0.0,0,2,0.0
