GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022500948,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,45,88,0.511,14,29,0.483,18,24,0.75,10,39,49,27,10,5,15,16,122,11.0
0022500948,1610612761,Toronto,Raptors,TOR,raptors,240:00,39,94,0.415,14,44,0.318,19,25,0.76,14,29,43,20,13,5,11,17,111,-11.0
