GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021700795,1610612758,Sacramento,Kings,SAC,kings,240:00,37,84,0.44,11,32,0.344,19,25,0.76,9,36,45,22,5,5,11,17,104,6.0
0021700795,1610612741,Chicago,Bulls,CHI,bulls,240:00,32,80,0.4,14,36,0.389,20,24,0.833,9,37,46,20,6,1,12,21,98,-6.0
