GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,START_POSITION,COMMENT,jerseyNum,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PLAYER_NAME
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,201942,DeMar,DeRozan,D. DeRozan,demar-derozan,F,,,49:22,7,22,0.318,0,0,0.0,2,5,0.4,0,8,8,11,1,1,4,5,16,-2.0,DeMar DeRozan
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,200746,LaMarcus,Aldridge,L. Aldridge,lamarcus-aldridge,F,,,48:34,20,33,0.606,0,0,0.0,16,16,1.0,4,5,9,4,0,4,5,2,56,7.0,LaMarcus Aldridge
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,2200,Pau,Gasol,P. Gasol,pau-gasol,C,,,15:47,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,3,1,2,0,2,0,-4.0,Pau Gasol
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,1628401,Derrick,White,D. White,derrick-white,G,,,48:22,10,17,0.588,1,3,0.333,2,2,1.0,0,5,5,8,2,1,2,4,23,2.0,Derrick White
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,1627854,Bryn,Forbes,B. Forbes,bryn-forbes,G,,,42:19,4,6,0.667,3,3,1.0,3,3,1.0,0,8,8,2,1,0,3,1,14,16.0,Bryn Forbes
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,202722,Davis,Bertans,D. Bertans,davis-bertans,,,,25:41,4,4,1.0,4,4,1.0,0,0,0.0,0,4,4,2,1,0,0,5,12,16.0,Davis Bertans
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,201988,Patty,Mills,P. Mills,patty-mills,,,,29:23,5,7,0.714,3,4,0.75,1,1,1.0,0,3,3,6,2,0,1,4,14,1.0,Patty Mills
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,201158,Marco,Belinelli,M. Belinelli,marco-belinelli,,,,22:35,6,10,0.6,5,5,1.0,2,2,1.0,0,2,2,1,0,1,2,1,19,1.0,Marco Belinelli
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,1627751,Jakob,Poeltl,J. Poeltl,jakob-poeltl,,,,7:54,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,1,0,-2.0,Jakob Poeltl
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,201967,Dante,Cunningham,D. Cunningham,dante-cunningham,,,,0:03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Dante Cunningham
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,1629234,Drew,Eubanks,D. Eubanks,drew-eubanks,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Drew Eubanks
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,200752,Rudy,Gay,R. Gay,rudy-gay,,DND - Injury/Illness,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Rudy Gay
0021800619,1610612759,San Antonio,Spurs,SAS,spurs,202347,Quincy,Pondexter,Q. Pondexter,quincy-pondexter,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Quincy Pondexter
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,202331,Paul,George,P. George,paul-george,F,,,46:32,11,25,0.44,3,7,0.429,5,7,0.714,1,7,8,1,3,0,2,0,30,-20.0,Paul George
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,203924,Jerami,Grant,J. Grant,jerami-grant,F,,,43:54,10,20,0.5,1,5,0.2,4,6,0.667,5,7,12,1,0,3,3,6,25,-13.0,Jerami Grant
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,203500,Steven,Adams,S. Adams,steven-adams,C,,,37:36,8,13,0.615,0,0,0.0,3,4,0.75,4,3,7,1,2,2,2,5,19,-8.0,Steven Adams
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,1628390,Terrance,Ferguson,T. Ferguson,terrance-ferguson,G,,,41:01,7,12,0.583,7,10,0.7,0,0,0.0,0,1,1,0,0,0,1,4,21,-2.0,Terrance Ferguson
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,201566,Russell,Westbrook,R. Westbrook,russell-westbrook,G,,,49:35,11,22,0.5,0,4,0.0,2,5,0.4,2,11,13,24,2,0,3,4,24,-9.0,Russell Westbrook
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,203471,Dennis,Schröder,D. Schröder,dennis-schröder,,,,36:03,5,14,0.357,2,5,0.4,2,2,1.0,1,1,2,4,0,0,1,4,14,-14.0,Dennis Schröder
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,202335,Patrick,Patterson,P. Patterson,patrick-patterson,,,,11:38,1,3,0.333,1,3,0.333,0,0,0.0,0,2,2,1,0,0,0,0,3,-2.0,Patrick Patterson
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,1627846,Abdel,Nader,A. Nader,abdel-nader,,,,12:14,4,4,1.0,1,1,1.0,0,0,0.0,1,2,3,0,1,0,1,0,9,4.0,Abdel Nader
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,1628977,Hamidou,Diallo,H. Diallo,hamidou-diallo,,,,11:28,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,2,9.0,Hamidou Diallo
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,101109,Raymond,Felton,R. Felton,raymond-felton,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Raymond Felton
0021800619,1610612760,Oklahoma City,Thunder,OKC,thunder,1627789,Timothe,Luwawu-Cabarrot,T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Timothe Luwawu-Cabarrot
