GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022201135,1610612740,NOP,New Orleans,1627742,Brandon Ingram,F,,38:14,3.73,2.56,8,9,17,69,0,0,35,7,6,13,0.462,3,9,0.333,0.408,3,3,1.0,0022201135
0022201135,1610612740,NOP,New Orleans,1630530,Trey Murphy III,F,,37:43,4.25,2.84,1,3,4,41,0,0,30,3,1,1,1.0,5,8,0.625,0.667,1,2,0.5,0022201135
0022201135,1610612740,NOP,New Orleans,202685,Jonas Valančiūnas,C,,22:10,4.07,1.6,5,10,15,53,0,0,38,5,4,4,1.0,1,4,0.25,0.625,7,8,0.875,0022201135
0022201135,1610612740,NOP,New Orleans,1630529,Herbert Jones,G,,35:23,4.16,2.63,7,5,11,55,0,1,43,4,1,3,0.333,4,8,0.5,0.455,3,4,0.75,0022201135
0022201135,1610612740,NOP,New Orleans,203468,CJ McCollum,G,,37:57,4.37,2.94,3,3,5,77,4,0,54,3,4,9,0.444,2,8,0.25,0.352,4,4,1.0,0022201135
0022201135,1610612740,NOP,New Orleans,1630700,Dyson Daniels,,,10:03,4.25,0.8,2,3,4,24,0,0,21,1,0,0,0.0,1,2,0.5,0.5,2,3,0.667,0022201135
0022201135,1610612740,NOP,New Orleans,1626204,Larry Nance Jr.,,,24:43,3.9,1.73,6,6,11,40,0,0,31,2,3,4,0.75,1,4,0.25,0.5,0,1,0.0,0022201135
0022201135,1610612740,NOP,New Orleans,1626196,Josh Richardson,,,20:37,4.24,1.59,2,3,5,26,0,0,18,2,1,1,1.0,2,5,0.4,0.5,3,3,1.0,0022201135
0022201135,1610612740,NOP,New Orleans,1630230,Naji Marshall,,,13:10,4.26,1.01,4,3,7,31,1,0,22,3,2,4,0.5,1,3,0.333,0.428,0,0,0.0,0022201135
0022201135,1610612740,NOP,New Orleans,1629637,Jaxson Hayes,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022201135
0022201135,1610612740,NOP,New Orleans,1626195,Willy Hernangomez,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022201135
0022201135,1610612740,NOP,New Orleans,1630184,Kira Lewis Jr.,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022201135
0022201135,1610612740,NOP,New Orleans,1631220,Dereon Seabron,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022201135
0022201135,1610612740,NOP,New Orleans,202066,Garrett Temple,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022201135
0022201135,1610612744,GSW,Golden State,1628978,Donte DiVincenzo,F,,22:52,4.36,1.81,3,7,10,46,0,0,33,2,2,2,1.0,2,6,0.333,0.5,0,1,0.0,0022201135
0022201135,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,F,,31:13,4.49,2.46,0,7,7,35,1,0,27,1,3,3,1.0,2,2,1.0,1.0,0,1,0.0,0022201135
0022201135,1610612744,GSW,Golden State,203110,Draymond Green,C,,32:55,3.65,2.12,0,11,11,76,1,1,66,13,2,2,1.0,2,3,0.667,0.8,1,4,0.25,0022201135
0022201135,1610612744,GSW,Golden State,202691,Klay Thompson,G,,34:07,4.11,2.47,0,10,10,43,0,0,23,1,2,3,0.667,4,13,0.308,0.375,1,2,0.5,0022201135
0022201135,1610612744,GSW,Golden State,201939,Stephen Curry,G,,36:57,4.14,2.71,3,12,15,86,3,1,54,8,4,8,0.5,10,17,0.588,0.56,1,1,1.0,0022201135
0022201135,1610612744,GSW,Golden State,1626172,Kevon Looney,,,22:04,3.9,1.57,8,5,13,27,0,0,20,2,0,4,0.0,0,0,0.0,0.0,2,4,0.5,0022201135
0022201135,1610612744,GSW,Golden State,1629673,Jordan Poole,,,29:24,3.85,2.03,0,6,6,67,0,0,48,2,4,9,0.444,4,6,0.667,0.533,1,2,0.5,0022201135
0022201135,1610612744,GSW,Golden State,1627780,Gary Payton II,,,8:59,4.53,0.77,1,1,2,13,0,0,10,0,0,0,0.0,0,0,0.0,0.0,1,1,1.0,0022201135
0022201135,1610612744,GSW,Golden State,1630541,Moses Moody,,,3:00,4.05,0.25,0,0,0,4,0,0,1,0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0022201135
0022201135,1610612744,GSW,Golden State,1630237,Anthony Lamb,,,17:28,4.07,1.28,1,1,2,19,0,0,14,2,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0022201135
0022201135,1610612744,GSW,Golden State,1631116,Patrick Baldwin Jr.,,,1:01,4.77,0.1,0,0,0,3,0,0,2,1,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0022201135
0022201135,1610612744,GSW,Golden State,203210,JaMychal Green,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022201135
