GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022500751,1610612737,Atlanta,Hawks,ATL,hawks,240:00,613.4,122.7,649.5,129.9,-36.1,-7.2,0.698,3.0,21.9,0.222,0.571,0.404,10.309,10.3,0.591,0.623,1.0,0.981,19.4,97.0,80.83,97.0,0.474
0022500751,1610612766,Charlotte,Hornets,CHA,hornets,240:00,649.5,129.9,613.4,122.7,36.1,7.2,0.674,1.94,20.8,0.429,0.778,0.596,16.495,16.5,0.579,0.617,1.0,0.975,19.4,97.0,80.83,97.0,0.526
