GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022300305,1610612739,Cavaliers,CLE,Cleveland,240:00,17.75,21,48,69,397,1,2,279,27,15,37,0.405,29,55,0.527,0.478,15,27,0.556,0022300305
0022300305,1610612738,Celtics,BOS,Boston,240:00,17.28,27,59,84,346,1,1,229,23,14,32,0.438,24,52,0.462,0.452,13,24,0.542,0022300305
