GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022500489,1610612741,Bulls,CHI,Chicago,240:00,18.29,19,66,85,462,3,2,348,32,19,33,0.576,20,54,0.37,0.448,15,23,0.652,0022500489
0022500489,1610612766,Hornets,CHA,Charlotte,240:00,18.57,33,74,101,411,2,1,290,23,18,35,0.514,21,56,0.375,0.429,19,26,0.731,0022500489
