GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022400027,1610612751,BKN,Brooklyn,1629661,Cameron Johnson,Cameron,F,,35:54,14.0,21.0,0.667,9.0,13.0,0.692,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,37.0,-9.0
0022400027,1610612751,BKN,Brooklyn,1627732,Ben Simmons,Ben,F,,26:13,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,2.0,-20.0
0022400027,1610612751,BKN,Brooklyn,1627827,Dorian Finney-Smith,Dorian,C,,25:40,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,-2.0
0022400027,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,G,,29:53,6.0,15.0,0.4,2.0,7.0,0.286,4.0,4.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,7.0,2.0,18.0,-10.0
0022400027,1610612751,BKN,Brooklyn,203471,Dennis Schröder,Dennis,G,,34:11,3.0,7.0,0.429,1.0,4.0,0.25,1.0,1.0,1.0,0.0,3.0,3.0,7.0,0.0,1.0,7.0,2.0,8.0,1.0
0022400027,1610612751,BKN,Brooklyn,1630570,Trendon Watford,Trendon,,,15:39,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,-21.0
0022400027,1610612751,BKN,Brooklyn,1641730,Noah Clowney,Noah,,,18:35,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,-6.0
0022400027,1610612751,BKN,Brooklyn,1630592,Jalen Wilson,Jalen,,,20:38,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,-9.0
0022400027,1610612751,BKN,Brooklyn,1630533,Ziaire Williams,Ziaire,,,11:04,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,-1.0
0022400027,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,,,22:13,6.0,9.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,3.0,0.0,0.0,0.0,1.0,12.0,2.0
0022400027,1610612751,BKN,Brooklyn,1630553,Keon Johnson,Keon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400027,1610612751,BKN,Brooklyn,1629003,Shake Milton,Shake,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022400027,1610612755,PHI,Philadelphia,1626162,Kelly Oubre Jr.,Kelly,F,,25:37,4.0,8.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,5.0,4.0,9.0,3.0,2.0,2.0,2.0,4.0,11.0,21.0
0022400027,1610612755,PHI,Philadelphia,1628997,Caleb Martin,Caleb,F,,29:39,3.0,6.0,0.5,1.0,3.0,0.333,3.0,4.0,0.75,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,10.0,25.0
0022400027,1610612755,PHI,Philadelphia,1627824,Guerschon Yabusele,Guerschon,C,,31:05,4.0,12.0,0.333,2.0,4.0,0.5,0.0,0.0,0.0,3.0,8.0,11.0,3.0,1.0,1.0,2.0,3.0,10.0,10.0
0022400027,1610612755,PHI,Philadelphia,1642272,Jared McCain,Jared,G,,38:40,11.0,20.0,0.55,6.0,11.0,0.545,2.0,3.0,0.667,2.0,3.0,5.0,3.0,2.0,0.0,3.0,3.0,30.0,8.0
0022400027,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,G,,26:30,11.0,17.0,0.647,3.0,6.0,0.5,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,0.0,0.0,2.0,26.0,19.0
0022400027,1610612755,PHI,Philadelphia,201569,Eric Gordon,Eric,,,19:34,1.0,9.0,0.111,0.0,6.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,5.0,5.0
0022400027,1610612755,PHI,Philadelphia,1641741,Ricky Council IV,Ricky,,,12:08,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0
0022400027,1610612755,PHI,Philadelphia,202704,Reggie Jackson,Reggie,,,21:30,3.0,9.0,0.333,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,-4.0
0022400027,1610612755,PHI,Philadelphia,203083,Andre Drummond,Andre,,,16:55,4.0,8.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,3.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0
0022400027,1610612755,PHI,Philadelphia,1630231,KJ Martin,KJ,,,18:23,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,-5.0
0022400027,1610612755,PHI,Philadelphia,1641737,Adem Bona,Adem,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
