GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021800350,1610612754,Indiana,Pacers,IND,pacers,240:00,35,76,0.461,6,22,0.273,20,24,0.833,6,39,45,22,10,6,18,13,96,6.0
0021800350,1610612741,Chicago,Bulls,CHI,bulls,240:00,37,94,0.394,11,31,0.355,5,5,1.0,12,32,44,26,8,2,18,23,90,-6.0
