GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021900590,1610612756,Suns,PHX,Phoenix,240.000000:00,41,82,0.5,7,21,0.333,11,18,0.611,12,39,51,22,8,5,18,19,100,8.0
0021900590,1610612766,Hornets,CHA,Charlotte,240.000000:00,36,86,0.419,8,35,0.229,12,18,0.667,8,29,37,25,10,3,14,19,92,-8.0
